TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft of Bicycle,2014,4,2,0,0,20XX PENDRELL ST,West End,489505.02902899997,5459742.89801
Theft of Bicycle,2014,7,21,0,32,W 4TH AVE / WALLACE ST,West Point Grey,486129.913695,5457332.04242
Theft of Bicycle,2014,6,28,18,0,2XX ABBOTT ST,Central Business District,492247.24871899997,5458986.51924
Theft of Bicycle,2014,9,27,19,45,11XX DAVIE ST,West End,490358.053357,5458740.89544
Theft of Bicycle,2014,1,5,12,30,6XX RICHARDS ST,Central Business District,491619.39221,5458788.55091
Theft of Bicycle,2014,7,22,8,30,9XX W 10TH AVE,Fairview,490942.64145299996,5456629.26322
Theft of Bicycle,2014,4,21,12,0,2XX ABBOTT ST,Central Business District,492261.998592,5459006.80311
Theft of Bicycle,2014,11,23,8,0,41XX W 10TH AVE,West Point Grey,485657.83432200004,5456779.2748
Theft of Bicycle,2014,4,2,8,0,6XX SEYMOUR ST,Central Business District,491609.07321000006,5458916.0522300005
Theft of Bicycle,2014,6,7,19,30,E PENDER ST / MAIN ST,Strathcona,492748.755084,5458629.982030001
Theft of Bicycle,2014,8,22,8,0,13XX W BROADWAY AVE,Fairview,490211.940632,5456765.4993199995
Theft of Bicycle,2014,10,17,15,0,E PENDER ST / MAIN ST,Strathcona,492748.755084,5458629.982030001
Theft of Bicycle,2014,6,16,8,30,9XX SEYMOUR ST,Central Business District,491239.426364,5458541.49231
Theft of Bicycle,2014,7,8,17,50,6XX SEYMOUR ST,Central Business District,491609.07321000006,5458916.0522300005
Theft of Bicycle,2014,8,5,17,30,17XX E BROADWAY AVE,Grandview-Woodland,494964.11811499996,5456624.31139
Theft of Bicycle,2014,7,30,22,52,6XX SEYMOUR ST,Central Business District,491609.07321000006,5458916.0522300005
Theft of Bicycle,2014,7,28,0,0,41XX W 16TH AVE,West Point Grey,485595.390091,5456183.28841
Theft of Bicycle,2014,10,9,19,30,20XX FRANKLIN ST,Grandview-Woodland,495438.85562299995,5458815.24393
Theft of Bicycle,2014,4,27,20,0,2XX ABBOTT ST,Central Business District,492261.998592,5459006.80311
Theft of Bicycle,2014,5,2,20,0,2XX ABBOTT ST,Central Business District,492261.998592,5459006.80311
Theft of Bicycle,2014,5,8,8,20,2XX ABBOTT ST,Central Business District,492261.998592,5459006.80311
Theft of Bicycle,2014,8,31,19,0,6XX STAMPS LAND,Fairview,491400.53300500003,5457344.486769999
Theft of Bicycle,2014,9,28,10,24,9XX SEYMOUR ST,Central Business District,491198.77504499996,5458513.8644900005
Theft of Bicycle,2014,9,21,17,0,9XX SEYMOUR ST,Central Business District,491198.77504499996,5458513.8644900005
Theft of Bicycle,2014,2,4,16,0,20XX FRANKLIN ST,Grandview-Woodland,495451.910546,5458815.0575
Theft of Bicycle,2014,9,28,2,0,20XX MAPLE ST,Kitsilano,489062.017118,5457193.12197
Theft of Bicycle,2014,4,29,7,30,32XX E 2ND AVE,Hastings-Sunrise,497510.48891099996,5457305.84579
Theft of Bicycle,2014,1,21,8,22,9XX STATION ST,Strathcona,492790.767403,5458143.09886
Theft of Bicycle,2014,7,6,18,0,20XX MAIN ST,Mount Pleasant,492673.96965299995,5457157.44006
Theft of Bicycle,2014,9,7,10,30,6XX ROBSON ST,Central Business District,491347.494595,5458675.51426
Theft of Bicycle,2014,6,23,21,30,20XX KITCHENER ST,Grandview-Woodland,495396.97194099997,5457709.06871
Theft of Bicycle,2014,7,18,11,0,13XX W 7TH AVE,Fairview,490109.587425,5456962.13236
Theft of Bicycle,2014,10,30,16,20,E HASTINGS ST / SLOCAN ST,Hastings-Sunrise,496411.773922,5458712.86214
Theft of Bicycle,2014,4,7,10,17,6XX ROBSON ST,Central Business District,491352.92641899997,5458670.22938
Theft of Bicycle,2014,6,28,20,0,25XX ETON ST,Hastings-Sunrise,496202.22850900004,5459439.43623
Theft of Bicycle,2014,5,20,16,0,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.20611599996,5456613.97425
Theft of Bicycle,2014,1,7,0,0,9XX STATION ST,Strathcona,492790.767403,5458143.09886
Theft of Bicycle,2014,7,25,23,0,6XX SE MARINE DR,Sunset,493218.886411,5450929.1722099995
Theft of Bicycle,2014,8,14,14,30,9XX TERMINAL AVE,Strathcona,493906.499696,5457452.47399
Theft of Bicycle,2014,5,19,12,0,41XX MAIN ST,Riley Park,492647.986023,5455093.21808
Theft of Bicycle,2014,6,21,19,29,13XX W 8TH AVE,Fairview,490168.717813,5456858.1175
Theft of Bicycle,2014,6,30,20,0,13XX W 8TH AVE,Fairview,490172.16065,5456867.17073
Theft of Bicycle,2014,10,8,0,0,27XX W 6TH AVE,Kitsilano,487829.209215,5457113.46588
Theft of Bicycle,2014,2,3,19,34,9XX STATION ST,Strathcona,492790.767403,5458143.09886
Theft of Bicycle,2014,7,19,22,0,41XX SALISH DR,Musqueam,485657.89958,5453347.78705
Theft of Bicycle,2014,1,21,11,40,9XX STATION ST,Strathcona,492790.767403,5458143.09886
Theft of Bicycle,2014,8,18,11,43,13XX W 8TH AVE,Fairview,490130.655647,5456868.3065599995
Theft of Bicycle,2014,5,24,3,45,13XX HORNBY ST,Central Business District,490519.869157,5458259.2120199995
Theft of Bicycle,2014,9,2,8,15,W CORDOVA ST / WATER ST,Central Business District,491933.461979,5459112.15433
Theft of Bicycle,2014,10,26,15,0,6XX EXPO BLVD,Central Business District,492033.26909300004,5458391.401819999
Theft of Bicycle,2014,11,28,13,9,21XX TRIUMPH ST,Grandview-Woodland,495554.5193270001,5459015.56453
Theft of Bicycle,2014,2,21,16,5,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,4,14,19,2,21XX VINE ST,Kitsilano,488542.845434,5457182.25716
Theft of Bicycle,2014,4,12,16,8,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,5,11,15,30,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,5,12,11,30,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,7,3,9,0,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,8,8,15,15,BARCLAY ST / BURRARD ST,West End,490911.16026800004,5458799.3800800005
Theft of Bicycle,2014,7,15,10,20,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,5,1,0,0,21XX W 12TH AVE,Kitsilano,488766.41726,5456479.88615
Theft of Bicycle,2014,6,25,9,45,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
Theft of Bicycle,2014,6,16,16,0,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
Theft of Bicycle,2014,7,21,14,15,E 43RD AVE / FRASER ST,Sunset,493403.91383999994,5453138.79844
Theft of Bicycle,2014,5,8,2,30,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
Theft of Bicycle,2014,4,26,4,0,33XX SCHOOL AVE,Killarney,497629.93589399994,5453142.23543
Theft of Bicycle,2014,11,5,17,45,BARCLAY ST / CARDERO ST,West End,490228.59834300005,5459482.89664
Theft of Bicycle,2014,6,10,23,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,8,9,20,56,E 8TH AVE / MAIN ST,Mount Pleasant,492649.73364799994,5456775.46397
Theft of Bicycle,2014,9,7,12,0,13XX DISCOVERY ST,West Point Grey,485255.42999499995,5458013.37091
Theft of Bicycle,2014,8,17,23,30,BARCLAY ST / NICOLA ST,West End,490312.495934,5459400.63715
Theft of Bicycle,2014,6,20,21,0,BARCLAY ST / THURLOW ST,West End,490768.301232,5458948.220369999
Theft of Bicycle,2014,8,5,23,0,13XX DAVIE ST,West End,490145.366547,5458952.8408699995
Theft of Bicycle,2014,8,24,18,0,13XX DAVIE ST,West End,490114.861242,5458970.33818
Theft of Bicycle,2014,9,14,9,0,BEACH AVE / BIDWELL ST,West End,489620.402102,5459100.593309999
Theft of Bicycle,2014,8,2,21,30,BEACH AVE / CARDERO ST,West End,489688.176576,5458934.88755
Theft of Bicycle,2014,6,12,17,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,6,15,16,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,30,0,0,13XX CONTINENTAL ST,Central Business District,490638.87913500005,5458161.586
Theft of Bicycle,2014,7,14,19,0,BEACH AVE / DENMAN ST,West End,489648.382528,5459360.97004
Theft of Bicycle,2014,8,1,12,0,19XX BEACH AVE,West End,489520.64413800003,5459642.19731
Theft of Bicycle,2014,6,3,18,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,1,29,13,25,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,1,16,19,27,5XX W 12TH AVE,Fairview,491526.360417,5456417.379509999
Theft of Bicycle,2014,4,14,17,0,33XX QUEENS AVE,Renfrew-Collingwood,497564.146293,5454159.560409999
Theft of Bicycle,2014,5,20,17,30,13XX FOUNTAIN WAY,Fairview,490230.06583800004,5457215.93612
Theft of Bicycle,2014,7,29,10,26,21XX E BROADWAY AVE,Grandview-Woodland,495572.68264099996,5456616.47728
Theft of Bicycle,2014,9,14,15,10,13XX E HASTINGS ST,Grandview-Woodland,494442.742372,5458729.63071
Theft of Bicycle,2014,4,27,18,30,17XX ROBSON ST,West End,490255.797234,5459757.500580001
Theft of Bicycle,2014,6,10,21,0,33XX INVERNESS ST,Kensington-Cedar Cottage,494195.69847799995,5455795.56246
Theft of Bicycle,2014,8,12,19,0,33XX INVERNESS ST,Kensington-Cedar Cottage,494195.69847799995,5455795.56246
Theft of Bicycle,2014,11,1,16,45,ATHLETES WAY / COLUMBIA ST,Mount Pleasant,492043.10091499996,5457653.77775
Theft of Bicycle,2014,6,12,0,8,2X E CORDOVA ST,Central Business District,492453.083611,5458847.03599
Theft of Bicycle,2014,6,24,15,30,6XX GORE AVE,Strathcona,492927.751594,5458511.80369
Theft of Bicycle,2014,9,29,14,41,24XX W 8TH AVE,Kitsilano,488341.981747,5456906.11164
Theft of Bicycle,2014,11,8,15,30,E 53RD AVE / NANAIMO ST,Victoria-Fraserview,495676.685439,5452070.96179
Theft of Bicycle,2014,5,27,19,30,ATHLETES WAY / MANITOBA ST,Mount Pleasant,492242.97184799996,5457648.0115
Theft of Bicycle,2014,7,19,23,0,ATHLETES WAY / MANITOBA ST,Mount Pleasant,492242.97184799996,5457648.0115
Theft of Bicycle,2014,7,8,8,30,21XX KEITH DR,Strathcona,494231.675034,5456980.646000001
Theft of Bicycle,2014,5,6,16,0,19XX COLLINGWOOD ST,Kitsilano,486776.165472,5457367.24154
Theft of Bicycle,2014,7,2,9,0,33XX MAIN ST,Riley Park,492628.267967,5455849.14942
Theft of Bicycle,2014,4,28,20,10,ATHLETES WAY / ONTARIO ST,Mount Pleasant,492391.53152799996,5457643.81296
Theft of Bicycle,2014,5,19,16,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,30,16,30,BALSAM ST / W 43RD AVE,Kerrisdale,488249.46061099996,5453349.66849
Theft of Bicycle,2014,7,16,15,0,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
Theft of Bicycle,2014,11,23,16,0,21XX PANDORA ST,Grandview-Woodland,495587.162597,5458914.5086
Theft of Bicycle,2014,6,19,0,0,E 49TH AVE / MAIN ST,Sunset,492599.435815,5452545.584430001
Theft of Bicycle,2014,10,20,19,0,6XX EXPO BLVD,Central Business District,492080.57730500004,5458435.47673
Theft of Bicycle,2014,7,15,13,51,13XX CONTINENTAL ST,Central Business District,490638.87913500005,5458161.586
Theft of Bicycle,2014,9,11,14,0,21XX OXFORD ST,Grandview-Woodland,495607.518739,5459224.428730001
Theft of Bicycle,2014,8,16,19,32,21XX MAIN ST,Mount Pleasant,492676.07170699997,5457071.5028800005
Theft of Bicycle,2014,1,1,18,14,13XX E 3RD AVE,Grandview-Woodland,494428.957999,5457239.09356
Theft of Bicycle,2014,7,12,20,41,21XX MAIN ST,Mount Pleasant,492674.77474799997,5457027.19356
Theft of Bicycle,2014,8,24,11,30,ATHLETES WAY / SALT ST,Mount Pleasant,492284.60899,5457646.84123
Theft of Bicycle,2014,6,1,22,0,13XX E 41ST AVE,Kensington-Cedar Cottage,494370.21508900006,5453336.75576
Theft of Bicycle,2014,5,30,13,3,E 4TH AVE / MAIN ST,Mount Pleasant,492669.905839,5457177.274180001
Theft of Bicycle,2014,9,18,19,7,33XX MAIN ST,Riley Park,492635.825331,5455879.6174800005
Theft of Bicycle,2014,2,4,12,15,ASH ST / W 12TH AVE,Fairview,491441.231032,5456415.0954599995
Theft of Bicycle,2014,6,30,0,0,13XX CONTINENTAL ST,Central Business District,490638.87913500005,5458161.586
Theft of Bicycle,2014,8,8,16,0,BEACH AVE / JERVIS ST,West End,489936.70820600004,5458649.084319999
Theft of Bicycle,2014,10,4,12,30,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
Theft of Bicycle,2014,9,23,18,30,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
Theft of Bicycle,2014,8,18,22,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,8,3,21,0,BIDWELL ST / DAVIE ST,West End,489801.664738,5459286.176630001
Theft of Bicycle,2014,1,31,15,43,3XX W 2ND AVE,Mount Pleasant,491879.88842200005,5457271.50641
Theft of Bicycle,2014,7,23,18,0,18XX YORK AVE,Kitsilano,489270.147742,5457651.23003
Theft of Bicycle,2014,8,22,19,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,6,23,12,0,E 2ND AVE / QUEBEC ST,Mount Pleasant,492527.64499799995,5457382.68656
Theft of Bicycle,2014,8,23,20,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,9,10,20,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,9,14,9,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,26,22,30,3XX W 1ST AVE,Mount Pleasant,491737.07859,5457293.0596900005
Theft of Bicycle,2014,3,20,13,0,17XX W 12TH AVE,Fairview,489481.959343,5456475.0954599995
Theft of Bicycle,2014,9,28,10,42,6XX E 8TH AVE,Mount Pleasant,493433.308475,5456749.21331
Theft of Bicycle,2014,11,4,15,0,13XX CARTWRIGHT ST,Fairview,490272.10770200007,5457451.2753
Theft of Bicycle,2014,3,7,19,30,BOUNDARY RD / E 46TH AVE,Killarney,498288.29972799995,5452812.56695
Theft of Bicycle,2014,8,25,7,0,6XX E 7TH AVE,Mount Pleasant,493412.084058,5456850.59442
Theft of Bicycle,2014,9,16,19,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,8,9,0,24XX W 14TH AVE,Kitsilano,488225.728992,5456299.11295
Theft of Bicycle,2014,8,18,11,7,18XX WILLIAM ST,Grandview-Woodland,495178.59419300006,5457912.96232
Theft of Bicycle,2014,10,27,0,0,24XX W 13TH AVE,Kitsilano,488330.189443,5456397.28642
Theft of Bicycle,2014,2,21,18,0,BROUGHTON ST / HARO ST,West End,490472.875109,5459392.24135
Theft of Bicycle,2014,10,19,17,3,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,10,12,18,30,13XX CARDERO ST,West End,489779.077047,5459025.07915
Theft of Bicycle,2014,10,25,8,0,24XX W 13TH AVE,Kitsilano,488330.189443,5456397.28642
Theft of Bicycle,2014,5,20,11,45,13XX CARDERO ST,West End,489766.690205,5459025.408
Theft of Bicycle,2014,3,11,11,30,3XX W 14TH AVE,Mount Pleasant,491881.64824099996,5456213.759
Theft of Bicycle,2014,8,9,23,0,21XX W 4TH AVE,Kitsilano,488877.131162,5457268.632130001
Theft of Bicycle,2014,9,10,0,0,BRUNSWICK ST / E 6TH AVE,Mount Pleasant,492948.17066999996,5456968.69905
Theft of Bicycle,2014,10,19,17,4,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,9,8,21,0,13XX CARTWRIGHT ST,Fairview,490176.020696,5457479.9642199995
Theft of Bicycle,2014,8,10,20,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,8,8,19,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,30,18,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,6,24,14,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,12,24,12,0,17XX W 11TH AVE,Fairview,489449.01483199996,5456565.70254
Theft of Bicycle,2014,6,24,7,18,3XX W CORDOVA ST,Central Business District,492056.730374,5458993.39668
Theft of Bicycle,2014,10,12,22,0,2X E 10TH AVE,Mount Pleasant,492398.88543699996,5456589.54249
Theft of Bicycle,2014,9,7,23,0,6XX E GEORGIA ST,Strathcona,493424.671463,5458404.89337
Theft of Bicycle,2014,6,27,23,30,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,4,19,14,30,6XX E GEORGIA ST,Strathcona,493393.80581899994,5458414.95527
Theft of Bicycle,2014,1,1,11,0,17XX W 11TH AVE,Fairview,489512.498588,5456563.01647
Theft of Bicycle,2014,5,16,0,30,11XX HOWE ST,Central Business District,490761.55471999996,5458365.95883
Theft of Bicycle,2014,9,20,20,30,E 3RD AVE / LORNE ST,Mount Pleasant,492712.117371,5457277.42728
Theft of Bicycle,2014,9,19,19,0,BEATTY ST / ROBSON ST,Central Business District,491710.822032,5458320.970840001
Theft of Bicycle,2014,7,8,22,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,2,16,12,16,17XX W 11TH AVE,Fairview,489512.498588,5456563.01647
Theft of Bicycle,2014,2,24,20,30,17XX W 11TH AVE,Fairview,489512.498588,5456563.01647
Theft of Bicycle,2014,7,17,20,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,2,7,17,30,17XX W 12TH AVE,Fairview,489440.06786199997,5456467.59618
Theft of Bicycle,2014,8,3,13,50,3XX W BROADWAY AVE,Mount Pleasant,491907.35463,5456711.03744
Theft of Bicycle,2014,5,6,19,0,19XX ALBERNI ST,West End,490051.217012,5460114.02207
Theft of Bicycle,2014,7,28,18,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,7,26,21,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,9,13,14,0,19XX ALBERNI ST,West End,490090.14493999997,5460087.626569999
Theft of Bicycle,2014,10,7,9,30,29XX WOODLAND DR,Kensington-Cedar Cottage,494641.871582,5456213.93072
Theft of Bicycle,2014,10,8,11,0,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.16469
Theft of Bicycle,2014,6,15,17,0,X ATHLETES WAY,Mount Pleasant,492386.31483900006,5457648.53455
Theft of Bicycle,2014,8,3,0,0,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.16469
Theft of Bicycle,2014,6,2,23,19,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.16469
Theft of Bicycle,2014,4,13,12,30,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.16469
Theft of Bicycle,2014,2,1,14,45,24XX W 3RD AVE,Kitsilano,488245.35965,5457393.94208
Theft of Bicycle,2014,3,29,12,0,33XX W 15TH AVE,Kitsilano,486965.75050200004,5456240.08074
Theft of Bicycle,2014,5,25,20,0,11XX HOWE ST,Central Business District,490761.55471999996,5458365.95883
Theft of Bicycle,2014,5,13,15,30,28XX E 2ND AVE,Hastings-Sunrise,496753.8859979999,5457298.77495
Theft of Bicycle,2014,7,11,20,0,BEATTY ST / W PENDER ST,Central Business District,492111.7939,5458724.16469
Theft of Bicycle,2014,2,26,17,0,11XX HARWOOD ST,West End,490190.45669799997,5458582.70251
Theft of Bicycle,2014,10,2,17,30,7XX PACIFIC BLVD,Central Business District,492005.869165,5458173.621280001
Theft of Bicycle,2014,5,6,8,0,33XX GRANDVIEW HWY,Renfrew-Collingwood,497651.189175,5456156.73872
Theft of Bicycle,2014,6,30,18,30,ARBUTUS ST / W BROADWAY AVE,Kitsilano,488872.90228599997,5456795.45821
Theft of Bicycle,2014,4,2,1,0,ARBUTUS ST / W BROADWAY AVE,Kitsilano,488872.90228599997,5456795.45821
Theft of Bicycle,2014,7,21,1,0,ALMA ST / W BROADWAY AVE,Kitsilano,486476.43888599996,5456861.83782
Theft of Bicycle,2014,7,10,22,0,ARBUTUS ST / CORNWALL AVE,Kitsilano,488899.34280600003,5457765.715
Theft of Bicycle,2014,1,30,19,30,ARBUTUS ST / W BROADWAY AVE,Kitsilano,488872.90228599997,5456795.45821
Theft of Bicycle,2014,5,19,19,0,ARBUTUS ST / W 32ND AVE,Arbutus Ridge,488831.644921,5454483.69446
Theft of Bicycle,2014,1,21,22,0,24XX YEW ST,Kitsilano,488698.81016099994,5456885.63806
Theft of Bicycle,2014,6,10,19,30,ARBUTUS ST / CORNWALL AVE,Kitsilano,488899.34280600003,5457765.715
Theft of Bicycle,2014,2,11,10,30,E 7TH AVE / SCOTIA ST,Mount Pleasant,492804.71218800003,5456871.23261
Theft of Bicycle,2014,1,25,21,10,E 6TH AVE / MAIN ST,Mount Pleasant,492657.37796099996,5456975.416230001
Theft of Bicycle,2014,9,10,19,0,10XX BURNABY ST,West End,490480.711257,5458458.86317
Theft of Bicycle,2014,2,6,15,25,21XX DUNDAS ST,Grandview-Woodland,495566.71449600003,5459113.7877
Theft of Bicycle,2014,8,28,18,0,E 7TH AVE / MAIN ST,Mount Pleasant,492652.231868,5456870.08899
Theft of Bicycle,2014,11,24,12,0,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
Theft of Bicycle,2014,11,22,0,11,13XX GRANVILLE ST,Central Business District,490708.06243100006,5458151.5721
Theft of Bicycle,2014,2,15,13,30,ANDERSON ST / CARTWRIGHT ST,Fairview,490102.73190600006,5457550.02535
Theft of Bicycle,2014,9,11,10,30,ANDERSON ST / CARTWRIGHT ST,Fairview,490102.73190600006,5457550.02535
Theft of Bicycle,2014,6,1,16,0,E 8TH AVE / KINGSWAY AVE,Mount Pleasant,492715.626126,5456773.6643
Theft of Bicycle,2014,11,20,19,0,20XX YUKON ST,Mount Pleasant,491802.61853000004,5457116.64076
Theft of Bicycle,2014,9,5,8,0,13XX HARO ST,West End,490484.51507299993,5459374.60878
Theft of Bicycle,2014,1,11,18,0,ANDERSON ST / JOHNSTON ST,Fairview,490178.729446,5457692.71026
Theft of Bicycle,2014,2,28,0,0,21XX COLUMBIA ST,Mount Pleasant,492032.53167299996,5457077.96905
Theft of Bicycle,2014,4,2,19,0,21XX CAROLINA ST,Mount Pleasant,493383.609971,5457004.34007
Theft of Bicycle,2014,5,8,16,0,19XX DUNBAR ST,Kitsilano,486645.62594899995,5457342.40547
Theft of Bicycle,2014,7,15,12,0,28XX BIRCH ST,Fairview,490266.43520600005,5456422.54085
Theft of Bicycle,2014,11,26,13,0,17XX QUEBEC ST,Mount Pleasant,492523.578454,5457415.4789
Theft of Bicycle,2014,11,7,1,0,ARBUTUS ST / W 8TH AVE,Kitsilano,488877.10779700003,5456899.92799
